STATE	MRT	STD. DEV

P_update=0.9	P_perturb = 0.1
000	241.62	51.3349354728337
001	237.47	64.47781866657711
010	238.87	64.94284487147141
011	11.29	4.4950973293133485
100	248.48	60.695548436438074
101	10.72	4.9093380409175325
110	11.35	4.75683718451662
111	1.2	0.469041575982343

P_update=0.9	P_perturb = 0.3
000	228.75	26.86535873573997
001	226.43	32.92119530029249
010	225.29	34.91741542554374
011	28.43	7.507669412007964
100	230.97	32.71374481773678
101	28.59	8.329579821335528
110	30.41	7.918453131767593
111	2.13	1.0738249391777042

P_update=0.9	P_perturb = 0.5
000	216.9	20.877499850317328
001	215.77	26.886745805321997
010	215.13	22.169192587913525
011	44.48	8.481131999916048
100	214.86	22.610183546358044
101	43.94	7.969717686342472
110	46.43	8.956846543287432
111	3.49	1.6093166251549134

P_update=0.9	P_perturb = 0.7
000	204.71	13.347130777811387
001	206.91	18.7995186108581
010	206.22	19.030806604030214
011	58.72	8.846558652945223
100	203.53	19.3450019384853
101	57.68	7.944658582972588
110	58.19	9.960617450740692
111	5.04	2.2579636843846718

P_update=0.9	P_perturb = 0.9
000	195.39	13.098774751861336
001	192.3	14.441952776546529
010	200.04	13.78906813385154
011	69.43	8.299704814028027
100	195.34	15.236941950404615
101	69.36	9.29141539271601
110	71.85	8.73999427917433
111	7.29	2.6506414318047624
